,Industry,Job Title,Responsibilities,Skills,base_location,job_level,salary,salary_mid,jd_id,jd_text,edu_req,exp_req,working_hours
0,Retail,Visual Merchandiser,Conduct A/B testing on store planograms to maximize conversion.,"Visual Merchandising, Space Planning, Data Analysis",Shanghai,Junior,9k-11k/月,10.0,JD_0000,"Visual Merchandiser | Retail | Shanghai | Level: Junior | Salary: 9k-11k/月. Conduct A/B testing on store planograms to maximize conversion. Skills: Visual Merchandising, Space Planning, Data Analysis",Bachelor's,0-1年,45-50
598,Retail,CRM Data Analyst,Calculate the incremental lift of personalized email campaigns.,"Marketing Analytics, CRM Systems (Salesforce)",Xi'an,Lead,15k-18k/月,16.5,JD_0598,"CRM Data Analyst | Retail | Xi'an | Level: Lead | Salary: 15k-18k/月. Calculate the incremental lift of personalized email campaigns. Skills: Marketing Analytics, CRM Systems (Salesforce)",Bachelor's,3-5年,50-60
599,Media,Content Rec Scientist,Address cold-start problems using plot summaries and metadata.,"Recommendation Systems, Deep Learning, Python",Xi'an,Mid-level,10k-12k/月,11.0,JD_0599,"Content Rec Scientist | Media | Xi'an | Level: Mid-level | Salary: 10k-12k/月. Address cold-start problems using plot summaries and metadata. Skills: Recommendation Systems, Deep Learning, Python",Bachelor's,0-1年,45-50
600,Media,Interactive Producer,Manage the lifecycle of AR/VR interactive media experiences.,"AR/VR Tech, Agile/Scrum",Xi'an,Manager,27k-33k/月,30.0,JD_0600,"Interactive Producer | Media | Xi'an | Level: Manager | Salary: 27k-33k/月. Manage the lifecycle of AR/VR interactive media experiences. Skills: AR/VR Tech, Agile/Scrum",Ph.D.,5-10年,45-50
601,Logistics,Inventory Controller,Reconcile physical inventory with systemic records in the ERP for accuracy.,"Inventory Management, Auditing",Chongqing,Junior,8k-9k/月,8.5,JD_0601,"Inventory Controller | Logistics | Chongqing | Level: Junior | Salary: 8k-9k/月. Reconcile physical inventory with systemic records in the ERP for accuracy. Skills: Inventory Management, Auditing",Bachelor's,0年,40-45
602,Real Estate,Leasing Ops Lead,Monitor local market rent growth to inform pricing strategy.,"Lease Administration, Operations Management, Data Analysis",Chongqing,Lead,26k-32k/月,29.0,JD_0602,"Leasing Ops Lead | Real Estate | Chongqing | Level: Lead | Salary: 26k-32k/月. Monitor local market rent growth to inform pricing strategy. Skills: Lease Administration, Operations Management, Data Analysis",Master's,5-10年,40-45
603,E-Commerce,Personalization Specialist,Build collaborative filtering and matrix factorization models for personalized product recommendations.,SQL,Shanghai,Lead,33k-40k/月,36.5,JD_0603,Personalization Specialist | E-Commerce | Shanghai | Level: Lead | Salary: 33k-40k/月. Build collaborative filtering and matrix factorization models for personalized product recommendations. Skills: SQL,Master's,5-10年,40-45
604,Retail,Category Manager,Analyze POS data to optimize product assortment and shelf space.,"Pricing Strategy, Data Analysis",Suzhou,Mid-level,10k-12k/月,11.0,JD_0604,"Category Manager | Retail | Suzhou | Level: Mid-level | Salary: 10k-12k/月. Analyze POS data to optimize product assortment and shelf space. Skills: Pricing Strategy, Data Analysis",Master's,3-5年,50-60
605,Telecom,Fiber Planner,Calculate optical link budgets for FTTH network deployments.,"OSP Design, AutoCAD",Nanjing,Mid-level,10k-13k/月,11.5,JD_0605,"Fiber Planner | Telecom | Nanjing | Level: Mid-level | Salary: 10k-13k/月. Calculate optical link budgets for FTTH network deployments. Skills: OSP Design, AutoCAD",Ph.D.,3-5年,40-45
606,Logistics,Warehouse Sys Analyst,Configure and optimize WMS for complex put-away and picking logic.,"WMS (Manhattan/Blue Yonder), SQL",Hangzhou,Director,37k-45k/月,41.0,JD_0606,"Warehouse Sys Analyst | Logistics | Hangzhou | Level: Director | Salary: 37k-45k/月. Configure and optimize WMS for complex put-away and picking logic. Skills: WMS (Manhattan/Blue Yonder), SQL",Ph.D.,10年以上,>60
607,Healthcare,Telemedicine Engineer,Integrate IoT medical devices securely into the telehealth mobile application.,"WebRTC, Mobile Development, IoT Integration, Network Security",Nanjing,Mid-level,20k-24k/月,22.0,JD_0607,"Telemedicine Engineer | Healthcare | Nanjing | Level: Mid-level | Salary: 20k-24k/月. Integrate IoT medical devices securely into the telehealth mobile application. Skills: WebRTC, Mobile Development, IoT Integration, Network Security",Master's,3-5年,45-50
608,E-Commerce,Conversion Optimizer,Correlate page load latency metrics with cart abandonment rates to drive engineering priorities.,"A/B Testing, UX Research, Optimizely, HTML/CSS",Changsha,Senior,18k-21k/月,19.5,JD_0608,"Conversion Optimizer | E-Commerce | Changsha | Level: Senior | Salary: 18k-21k/月. Correlate page load latency metrics with cart abandonment rates to drive engineering priorities. Skills: A/B Testing, UX Research, Optimizely, HTML/CSS",Ph.D.,5-10年,40-45
609,Real Estate,GIS Specialist (RE),Develop proprietary web maps for site selection analysis.,"Spatial Databases, GIS (ArcGIS/QGIS), Python (GeoPandas)",Zhengzhou,Senior,16k-20k/月,18.0,JD_0609,"GIS Specialist (RE) | Real Estate | Zhengzhou | Level: Senior | Salary: 16k-20k/月. Develop proprietary web maps for site selection analysis. Skills: Spatial Databases, GIS (ArcGIS/QGIS), Python (GeoPandas)",Master's,1-3年,50-60
610,Education Technology,Curriculum Data Scientist,Cluster course syllabus data to identify gaps in degree program offerings.,"NLP, Python, Text Mining, SQL",Suzhou,Mid-level,13k-16k/月,14.5,JD_0610,"Curriculum Data Scientist | Education Technology | Suzhou | Level: Mid-level | Salary: 13k-16k/月. Cluster course syllabus data to identify gaps in degree program offerings. Skills: NLP, Python, Text Mining, SQL",Bachelor's,10年以上,45-50
611,Telecom,Telco Cyber Specialist,Deploy DDoS mitigation strategies for core routing infra.,Wireshark,Wuhan,Lead,24k-29k/月,26.5,JD_0611,Telco Cyber Specialist | Telecom | Wuhan | Level: Lead | Salary: 24k-29k/月. Deploy DDoS mitigation strategies for core routing infra. Skills: Wireshark,Bachelor's,3-5年,50-60
612,Energy,Energy Trader,Manage commodity price risk using derivatives and futures.,"Energy Markets, Python, Risk Management",Chongqing,Lead,29k-36k/月,32.5,JD_0612,"Energy Trader | Energy | Chongqing | Level: Lead | Salary: 29k-36k/月. Manage commodity price risk using derivatives and futures. Skills: Energy Markets, Python, Risk Management",Master's,5-10年,>60
613,FinTech,Credit Scorer,Build alternative credit scoring models using non-traditional data sources like utility bills.,"XGBoost, Credit Risk Modeling, Python, SQL",Chengdu,Mid-level,23k-28k/月,25.5,JD_0613,"Credit Scorer | FinTech | Chengdu | Level: Mid-level | Salary: 23k-28k/月. Build alternative credit scoring models using non-traditional data sources like utility bills. Skills: XGBoost, Credit Risk Modeling, Python, SQL",Bachelor's,1-3年,40-45
614,Telecom,Fiber Planner,Coordinate right-of-way permitting for fiber trenching projects.,"OSP Design, GIS (ArcGIS/QGIS), Project Management",Tianjin,Manager,20k-25k/月,22.5,JD_0614,"Fiber Planner | Telecom | Tianjin | Level: Manager | Salary: 20k-25k/月. Coordinate right-of-way permitting for fiber trenching projects. Skills: OSP Design, GIS (ArcGIS/QGIS), Project Management",Bachelor's,5-10年,>60
615,Healthcare,Biostatistician,Author Statistical Analysis Plans (SAPs) for FDA regulatory submissions.,"Clinical Trial Design, SAS",Xi'an,Mid-level,20k-25k/月,22.5,JD_0615,"Biostatistician | Healthcare | Xi'an | Level: Mid-level | Salary: 20k-25k/月. Author Statistical Analysis Plans (SAPs) for FDA regulatory submissions. Skills: Clinical Trial Design, SAS",Bachelor's,3-5年,40-45
616,Real Estate,GIS Specialist (RE),Maintain the integrity of spatial databases for land parcels.,"Spatial Databases, GIS (ArcGIS/QGIS), Python (GeoPandas), Cartography, Web GIS",Shenzhen,Intern,7k-8k/月,7.5,JD_0616,"GIS Specialist (RE) | Real Estate | Shenzhen | Level: Intern | Salary: 7k-8k/月. Maintain the integrity of spatial databases for land parcels. Skills: Spatial Databases, GIS (ArcGIS/QGIS), Python (GeoPandas), Cartography, Web GIS",Bachelor's,0年,45-50
617,Telecom,Billing Analyst,Analyze data usage patterns to forecast future pricing impact.,"Revenue Assurance, Billing Systems, SQL, Excel",Shenzhen,Senior,22k-27k/月,24.5,JD_0617,"Billing Analyst | Telecom | Shenzhen | Level: Senior | Salary: 22k-27k/月. Analyze data usage patterns to forecast future pricing impact. Skills: Revenue Assurance, Billing Systems, SQL, Excel",Bachelor's,5-10年,45-50
618,Media,Interactive Producer,Manage the lifecycle of AR/VR interactive media experiences.,"AR/VR Tech, Agile/Scrum",Beijing,VP,47k-58k/月,52.5,JD_0618,"Interactive Producer | Media | Beijing | Level: VP | Salary: 47k-58k/月. Manage the lifecycle of AR/VR interactive media experiences. Skills: AR/VR Tech, Agile/Scrum",Master's,5-10年,50-60
619,Media,Visual Effects TD,Develop custom Python tools for Maya and Houdini pipelines.,"Pipeline Development, Computer Graphics, Python, Houdini/Maya, C++",Shanghai,Intern,6k-8k/月,7.0,JD_0619,"Visual Effects TD | Media | Shanghai | Level: Intern | Salary: 6k-8k/月. Develop custom Python tools for Maya and Houdini pipelines. Skills: Pipeline Development, Computer Graphics, Python, Houdini/Maya, C++",Bachelor's,0年,45-50
620,Education Technology,Instructional Designer,Develop interactive multimedia content using authoring tools like Articulate Storyline.,"Instructional Design, Curriculum Development, Articulate/Captivate, Pedagogy",Wuhan,Mid-level,16k-20k/月,18.0,JD_0620,"Instructional Designer | Education Technology | Wuhan | Level: Mid-level | Salary: 16k-20k/月. Develop interactive multimedia content using authoring tools like Articulate Storyline. Skills: Instructional Design, Curriculum Development, Articulate/Captivate, Pedagogy",Bachelor's,0-1年,40-45
621,Logistics,Warehouse Sys Analyst,Analyze SKU velocity to redesign warehouse slotting and reduce travel time.,"WMS (Manhattan/Blue Yonder), SQL, Process Optimization, Data Analysis",Wuhan,Senior,18k-22k/月,20.0,JD_0621,"Warehouse Sys Analyst | Logistics | Wuhan | Level: Senior | Salary: 18k-22k/月. Analyze SKU velocity to redesign warehouse slotting and reduce travel time. Skills: WMS (Manhattan/Blue Yonder), SQL, Process Optimization, Data Analysis",Bachelor's,1-3年,45-50
622,Media,Social Strategist,Utilize social listening tools to monitor brand sentiment.,Marketing,Guangzhou,Lead,27k-33k/月,30.0,JD_0622,Social Strategist | Media | Guangzhou | Level: Lead | Salary: 27k-33k/月. Utilize social listening tools to monitor brand sentiment. Skills: Marketing,Bachelor's,3-5年,40-45
623,Energy,Energy Trader,Manage commodity price risk using derivatives and futures.,"Energy Markets, Algorithmic Trading, Python, Risk Management",Chengdu,Junior,9k-10k/月,9.5,JD_0623,"Energy Trader | Energy | Chengdu | Level: Junior | Salary: 9k-10k/月. Manage commodity price risk using derivatives and futures. Skills: Energy Markets, Algorithmic Trading, Python, Risk Management",Bachelor's,0年,40-45
624,Media,Visual Effects TD,Troubleshoot procedural simulations for fluid and cloth dynamics.,"Pipeline Development, Computer Graphics",Xi'an,Senior,13k-16k/月,14.5,JD_0624,"Visual Effects TD | Media | Xi'an | Level: Senior | Salary: 13k-16k/月. Troubleshoot procedural simulations for fluid and cloth dynamics. Skills: Pipeline Development, Computer Graphics",Bachelor's,5-10年,45-50
625,Gaming,UI/UX Game Designer,Create interactive prototypes for skill tree and progression systems.,"UI/UX Design, Wireframing, Figma",Shenzhen,Lead,35k-42k/月,38.5,JD_0625,"UI/UX Game Designer | Gaming | Shenzhen | Level: Lead | Salary: 35k-42k/月. Create interactive prototypes for skill tree and progression systems. Skills: UI/UX Design, Wireframing, Figma",Bachelor's,10年以上,<40
626,Real Estate,Project Controller,Review contractor payment applications and lien waivers.,"Earned Value Management, Project Controls, Financial Analysis, Procore, Excel",Hangzhou,Mid-level,14k-17k/月,15.5,JD_0626,"Project Controller | Real Estate | Hangzhou | Level: Mid-level | Salary: 14k-17k/月. Review contractor payment applications and lien waivers. Skills: Earned Value Management, Project Controls, Financial Analysis, Procore, Excel",Bachelor's,1-3年,45-50
627,Education Technology,Learning Scientist,Design experimental studies to measure the impact of spaced repetition on retention.,"Cognitive Science, R, Experimental Design",Chengdu,Mid-level,16k-20k/月,18.0,JD_0627,"Learning Scientist | Education Technology | Chengdu | Level: Mid-level | Salary: 16k-20k/月. Design experimental studies to measure the impact of spaced repetition on retention. Skills: Cognitive Science, R, Experimental Design",Bachelor's,0-1年,40-45
628,Media,Digital Rights Manager,Audit platform usage data to identify potential piracy networks.,"Content Licensing, SQL",Nanjing,Mid-level,12k-14k/月,13.0,JD_0628,"Digital Rights Manager | Media | Nanjing | Level: Mid-level | Salary: 12k-14k/月. Audit platform usage data to identify potential piracy networks. Skills: Content Licensing, SQL",Master's,1-3年,40-45
629,Telecom,Spectrum Manager,Conduct interference studies for regulatory compliance.,"Regulatory Compliance, Spectrum Analysis, RF Engineering",Chengdu,Senior,19k-23k/月,21.0,JD_0629,"Spectrum Manager | Telecom | Chengdu | Level: Senior | Salary: 19k-23k/月. Conduct interference studies for regulatory compliance. Skills: Regulatory Compliance, Spectrum Analysis, RF Engineering",High School,5-10年,45-50
630,Real Estate,Valuation Analyst,Analyze market cap rates and rent comparables in key metros.,"Argus, Valuation",Chongqing,Senior,21k-25k/月,23.0,JD_0630,"Valuation Analyst | Real Estate | Chongqing | Level: Senior | Salary: 21k-25k/月. Analyze market cap rates and rent comparables in key metros. Skills: Argus, Valuation",Bachelor's,1-3年,40-45
631,E-Commerce,Supply Chain Planner,Coordinate with overseas suppliers to mitigate lead-time variability and port congestions.,"Supply Chain Management, Excel",Hangzhou,Manager,33k-40k/月,36.5,JD_0631,"Supply Chain Planner | E-Commerce | Hangzhou | Level: Manager | Salary: 33k-40k/月. Coordinate with overseas suppliers to mitigate lead-time variability and port congestions. Skills: Supply Chain Management, Excel",Master's,5-10年,45-50
632,Media,Digital Rights Manager,Implement Multi-DRM solutions to protect premium VOD content.,"DRM Technologies, Content Licensing, SQL",Wuhan,Senior,18k-22k/月,20.0,JD_0632,"Digital Rights Manager | Media | Wuhan | Level: Senior | Salary: 18k-22k/月. Implement Multi-DRM solutions to protect premium VOD content. Skills: DRM Technologies, Content Licensing, SQL",Master's,5-10年,50-60
633,Education Technology,Adaptive Learning Dev,Build recommendation engines that suggest personalized learning paths based on deficits.,"Algorithm Design, Python",Chengdu,Lead,17k-21k/月,19.0,JD_0633,"Adaptive Learning Dev | Education Technology | Chengdu | Level: Lead | Salary: 17k-21k/月. Build recommendation engines that suggest personalized learning paths based on deficits. Skills: Algorithm Design, Python",Master's,10年以上,>60
634,Real Estate,Valuation Analyst,Analyze market cap rates and rent comparables in key metros.,"Real Estate Economics, Valuation, Excel",Guangzhou,VP,51k-63k/月,57.0,JD_0634,"Valuation Analyst | Real Estate | Guangzhou | Level: VP | Salary: 51k-63k/月. Analyze market cap rates and rent comparables in key metros. Skills: Real Estate Economics, Valuation, Excel",Master's,10年以上,50-60
635,Gaming,Anti-Cheat Engineer,Implement kernel-level security measures to protect game memory integrity.,"Reverse Engineering, Cybersecurity, C/C++",Tianjin,Senior,23k-28k/月,25.5,JD_0635,"Anti-Cheat Engineer | Gaming | Tianjin | Level: Senior | Salary: 23k-28k/月. Implement kernel-level security measures to protect game memory integrity. Skills: Reverse Engineering, Cybersecurity, C/C++",Bachelor's,3-5年,40-45
636,Retail,CRM Data Analyst,Segment loyalty members based on CLV and purchase frequency.,"Marketing Analytics, CRM Systems (Salesforce), SQL",Shenzhen,Senior,17k-21k/月,19.0,JD_0636,"CRM Data Analyst | Retail | Shenzhen | Level: Senior | Salary: 17k-21k/月. Segment loyalty members based on CLV and purchase frequency. Skills: Marketing Analytics, CRM Systems (Salesforce), SQL",Bachelor's,3-5年,40-45
